Location,year,CountDate,LPSLamprey,dayCount,dayCorrectionFactor,dayCountCorrected,dayComments,nightCount,nightCorrectionFactor,nightCountCorrected,nightComments
"WA AWS LPS Mech",2019,05/26/2019,3,3,0.97999999999999998,3,,,,,
"WA AWS LPS Mech",2019,05/27/2019,13,13,0.94999999999999996,13,,,,,
"WA AWS LPS Mech",2019,05/28/2019,15,15,0.94999999999999996,15,,,,,
"WA AWS LPS Mech",2019,05/29/2019,37,38,0.94999999999999996,37,,,,,
"WA AWS LPS Mech",2019,05/30/2019,27,28,0.94999999999999996,27,,,,,
"WA AWS LPS Mech",2019,05/31/2019,19,19,0.94999999999999996,19,,,,,
"WA AWS LPS Mech",2019,06/01/2019,59,62,0.94999999999999996,59,,,,,
"WA AWS LPS Mech",2019,06/02/2019,99,104,0.94999999999999996,99,,,,,
"WA AWS LPS Mech",2019,06/03/2019,140,147,0.94999999999999996,140,,,,,
"WA AWS LPS Mech",2019,06/04/2019,180,189,0.94999999999999996,180,,,,,
"WA AWS LPS Mech",2019,06/05/2019,165,173,0.94999999999999996,165,,,,,
"WA AWS LPS Mech",2019,06/06/2019,193,203,0.94999999999999996,193,,,,,
"WA AWS LPS Mech",2019,06/07/2019,183,192,0.94999999999999996,183,,,,,
"WA AWS LPS Mech",2019,06/08/2019,149,156,0.94999999999999996,149,,,,,
"WA AWS LPS Mech",2019,06/09/2019,203,213,0.94999999999999996,203,,,,,
"WA AWS LPS Mech",2019,06/10/2019,207,215,0.95999999999999996,207,,,,,
"WA AWS LPS Mech",2019,06/11/2019,251,261,0.95999999999999996,251,,,,,
"WA AWS LPS Mech",2019,06/12/2019,349,363,0.95999999999999996,349,,,,,
"WA AWS LPS Mech",2019,06/13/2019,254,264,0.95999999999999996,254,,,,,
"WA AWS LPS Mech",2019,06/14/2019,252,262,0.95999999999999996,252,,,,,
"WA AWS LPS Mech",2019,06/15/2019,240,249,0.95999999999999996,240,,,,,
"WA AWS LPS Mech",2019,06/16/2019,235,244,0.95999999999999996,235,,,,,
"WA AWS LPS Mech",2019,06/17/2019,193,201,0.95999999999999996,193,,,,,
"WA AWS LPS Mech",2019,06/18/2019,263,273,0.95999999999999996,263,,,,,
"WA AWS LPS Mech",2019,06/19/2019,267,278,0.95999999999999996,267,,,,,
"WA AWS LPS Mech",2019,06/20/2019,184,191,0.95999999999999996,184,,,,,
"WA AWS LPS Mech",2019,06/21/2019,159,165,0.95999999999999996,159,,,,,
"WA AWS LPS Mech",2019,06/22/2019,129,134,0.95999999999999996,129,,,,,
"WA AWS LPS Mech",2019,06/23/2019,130,135,0.95999999999999996,130,,,,,
"WA AWS LPS Mech",2019,06/24/2019,164,202,0.81000000000000005,164,,,,,
"WA AWS LPS Mech",2019,06/25/2019,300,370,0.81000000000000005,300,,,,,
"WA AWS LPS Mech",2019,06/26/2019,231,284,0.81000000000000005,231,,,,,
"WA AWS LPS Mech",2019,06/27/2019,231,284,0.81000000000000005,231,,,,,
"WA AWS LPS Mech",2019,06/28/2019,189,233,0.81000000000000005,189,,,,,
"WA AWS LPS Mech",2019,06/29/2019,161,198,0.81000000000000005,161,,,,,
"WA AWS LPS Mech",2019,06/30/2019,164,202,0.81000000000000005,164,,,,,
"WA AWS LPS Mech",2019,07/01/2019,254,313,0.81000000000000005,254,,,,,
"WA AWS LPS Mech",2019,07/02/2019,188,231,0.81000000000000005,188,,,,,
"WA AWS LPS Mech",2019,07/03/2019,184,226,0.81000000000000005,184,,,,,
"WA AWS LPS Mech",2019,07/04/2019,176,217,0.81000000000000005,176,,,,,
"WA AWS LPS Mech",2019,07/05/2019,72,79,0.91000000000000003,72,,,,,
"WA AWS LPS Mech",2019,07/06/2019,71,78,0.91000000000000003,71,,,,,
"WA AWS LPS Mech",2019,07/07/2019,65,71,0.91000000000000003,65,,,,,
"WA AWS LPS Mech",2019,07/08/2019,109,119,0.91000000000000003,109,,,,,
"WA AWS LPS Mech",2019,07/09/2019,161,176,0.91000000000000003,161,,,,,
"WA AWS LPS Mech",2019,07/10/2019,265,291,0.91000000000000003,265,,,,,
"WA AWS LPS Mech",2019,07/11/2019,358,393,0.91000000000000003,358,,,,,
"WA AWS LPS Mech",2019,07/12/2019,130,142,0.91000000000000003,130,,,,,
"WA AWS LPS Mech",2019,07/13/2019,496,545,0.91000000000000003,496,,,,,
"WA AWS LPS Mech",2019,07/14/2019,421,462,0.91000000000000003,421,,,,,
"WA AWS LPS Mech",2019,07/15/2019,530,582,0.91000000000000003,530,,,,,
"WA AWS LPS Mech",2019,07/16/2019,409,449,0.91000000000000003,409,,,,,
"WA AWS LPS Mech",2019,07/17/2019,348,382,0.91000000000000003,348,,,,,
"WA AWS LPS Mech",2019,07/18/2019,110,120,0.91000000000000003,110,,,,,
"WA AWS LPS Mech",2019,07/19/2019,76,86,0.88,76,,,,,
"WA AWS LPS Mech",2019,07/20/2019,93,105,0.88,93,,,,,
"WA AWS LPS Mech",2019,07/21/2019,48,54,0.88,48,,,,,
"WA AWS LPS Mech",2019,07/22/2019,67,76,0.88,67,,,,,
"WA AWS LPS Mech",2019,07/23/2019,94,106,0.88,94,,,,,
"WA AWS LPS Mech",2019,07/24/2019,53,60,0.88,53,,,,,
"WA AWS LPS Mech",2019,07/25/2019,70,79,0.88,70,,,,,
"WA AWS LPS Mech",2019,07/26/2019,99,99,1.0,99,,,,,
"WA AWS LPS Mech",2019,07/27/2019,69,69,1.0,69,,,,,
"WA AWS LPS Mech",2019,07/28/2019,35,35,1.0,35,,,,,
"WA AWS LPS Mech",2019,07/29/2019,49,49,1.0,49,,,,,
"WA AWS LPS Mech",2019,07/30/2019,29,29,1.0,29,,,,,
"WA AWS LPS Mech",2019,07/31/2019,45,45,1.0,45,,,,,
"WA AWS LPS Mech",2019,08/01/2019,73,73,1.0,73,,,,,
"WA AWS LPS Mech",2019,08/02/2019,135,135,1.0,135,,,,,
"WA AWS LPS Mech",2019,08/03/2019,261,261,1.0,261,,,,,
"WA AWS LPS Mech",2019,08/04/2019,138,138,1.0,138,,,,,
"WA AWS LPS Mech",2019,08/05/2019,119,123,0.95999999999999996,119,,,,,
"WA AWS LPS Mech",2019,08/06/2019,101,105,0.95999999999999996,101,,,,,
"WA AWS LPS Mech",2019,08/07/2019,79,82,0.95999999999999996,79,,,,,
"WA AWS LPS Mech",2019,08/08/2019,80,83,0.95999999999999996,80,,,,,
"WA AWS LPS Mech",2019,08/09/2019,35,36,0.95999999999999996,35,,,,,
"WA AWS LPS Mech",2019,08/10/2019,40,41,0.95999999999999996,40,,,,,
"WA AWS LPS Mech",2019,08/11/2019,33,34,0.95999999999999996,33,,,,,
"WA AWS LPS Mech",2019,08/12/2019,34,35,0.95999999999999996,34,,,,,
"WA AWS LPS Mech",2019,08/13/2019,87,90,0.95999999999999996,87,,,,,
"WA AWS LPS Mech",2019,08/14/2019,279,290,0.95999999999999996,279,,,,,
"WA AWS LPS Mech",2019,08/15/2019,122,127,0.95999999999999996,122,,,,,
"WA AWS LPS Mech",2019,08/16/2019,104,108,0.95999999999999996,104,,,,,
"WA AWS LPS Mech",2019,08/17/2019,49,51,0.95999999999999996,49,,,,,
"WA AWS LPS Mech",2019,08/18/2019,34,35,0.95999999999999996,34,,,,,
"WA AWS LPS Mech",2019,08/19/2019,30,32,0.92000000000000004,30,,,,,
"WA AWS LPS Mech",2019,08/20/2019,24,26,0.92000000000000004,24,,,,,
"WA AWS LPS Mech",2019,08/21/2019,16,17,0.92000000000000004,16,,,,,
"WA AWS LPS Mech",2019,08/22/2019,15,16,0.92000000000000004,15,,,,,
"WA AWS LPS Mech",2019,08/23/2019,40,43,0.92000000000000004,40,,,,,
"WA AWS LPS Mech",2019,08/24/2019,35,37,0.92000000000000004,35,,,,,
"WA AWS LPS Mech",2019,08/25/2019,47,51,0.92000000000000004,47,,,,,
"WA AWS LPS Mech",2019,08/26/2019,59,64,0.92000000000000004,59,,,,,
"WA AWS LPS Mech",2019,08/27/2019,27,29,0.92000000000000004,27,,,,,
"WA AWS LPS Mech",2019,08/28/2019,21,22,0.92000000000000004,21,,,,,
"WA AWS LPS Mech",2019,08/29/2019,19,20,0.92000000000000004,19,,,,,
"WA AWS LPS Mech",2019,08/30/2019,23,25,0.92000000000000004,23,,,,,
"WA AWS LPS Mech",2019,08/31/2019,60,65,0.92000000000000004,60,,,,,
"WA AWS LPS Mech",2019,09/01/2019,73,79,0.92000000000000004,73,,,,,
"WA AWS LPS Mech",2019,09/02/2019,58,84,0.68999999999999995,58,,,,,
"WA AWS LPS Mech",2019,09/03/2019,45,64,0.68999999999999995,45,,,,,
"WA AWS LPS Mech",2019,09/04/2019,39,56,0.68999999999999995,39,,,,,
"WA AWS LPS Mech",2019,09/05/2019,23,33,0.68999999999999995,23,,,,,
"WA AWS LPS Mech",2019,09/06/2019,27,39,0.68999999999999995,27,,,,,
"WA AWS LPS Mech",2019,09/07/2019,22,31,0.68999999999999995,22,,,,,
"WA AWS LPS Mech",2019,09/08/2019,20,28,0.68999999999999995,20,,,,,
"WA AWS LPS Mech",2019,09/09/2019,7,10,0.68999999999999995,7,,,,,
"WA AWS LPS Mech",2019,09/10/2019,15,21,0.68999999999999995,15,,,,,
"WA AWS LPS Mech",2019,09/11/2019,5,6,0.68999999999999995,5,,,,,
"WA AWS LPS Mech",2019,09/12/2019,0,0,0.68999999999999995,0,,,,,
"WA AWS LPS Mech",2019,09/13/2019,0,0,0.68999999999999995,0,,,,,
"WA AWS LPS Mech",2019,09/14/2019,0,0,0.68999999999999995,0,,,,,
"WA AWS LPS Mech",2019,09/15/2019,0,0,0.68999999999999995,0,,,,,
"WA AWS LPS Mech",2019,09/16/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,09/17/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,09/18/2019,6,6,1.0,6,,,,,
"WA AWS LPS Mech",2019,09/19/2019,6,6,1.0,6,,,,,
"WA AWS LPS Mech",2019,09/20/2019,5,5,1.0,5,,,,,
"WA AWS LPS Mech",2019,09/21/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,09/22/2019,4,4,1.0,4,,,,,
"WA AWS LPS Mech",2019,09/23/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,09/24/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,09/25/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,09/26/2019,7,7,1.0,7,,,,,
"WA AWS LPS Mech",2019,09/27/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,09/28/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,09/29/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,09/30/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/01/2019,3,3,1.0,3,,,,,
"WA AWS LPS Mech",2019,10/02/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,10/03/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/04/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,10/05/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/06/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,10/07/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,10/08/2019,2,2,1.0,2,,,,,
"WA AWS LPS Mech",2019,10/09/2019,12,12,1.0,12,,,,,
"WA AWS LPS Mech",2019,10/10/2019,7,7,1.0,7,,,,,
"WA AWS LPS Mech",2019,10/11/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/12/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/13/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/14/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/15/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/16/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/17/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/18/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/19/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/20/2019,1,1,1.0,1,,,,,
"WA AWS LPS Mech",2019,10/21/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/22/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/23/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/24/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/25/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/26/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/27/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/28/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/29/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/30/2019,0,0,1.0,0,,,,,
"WA AWS LPS Mech",2019,10/31/2019,0,0,1.0,0,,,,,
