Location,year,CountDate,LPSLamprey,dayCount,dayCorrectionFactor,dayCountCorrected,dayComments,nightCount,nightCorrectionFactor,nightCountCorrected,nightComments
"Bonneville Bradford Island",2017,03/08/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/09/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/10/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/11/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/12/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/13/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/14/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/15/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/16/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/17/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/18/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/19/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/20/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/21/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/22/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/23/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/24/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/25/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/26/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/27/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/28/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/29/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/30/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,03/31/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/01/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/02/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/03/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/04/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/05/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/06/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/07/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/08/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/09/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/10/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/11/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/12/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/13/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/14/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/15/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/16/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/17/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/18/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/19/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/20/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/21/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/22/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/23/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/24/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/25/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/26/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/27/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/28/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/29/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,04/30/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/01/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/02/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/03/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/04/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/05/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/06/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/07/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/08/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/09/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/10/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/11/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/12/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/13/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/14/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/15/2017,2,0,,,,2,,,
"Bonneville Bradford Island",2017,05/16/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/17/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/18/2017,5,0,,,,5,,,
"Bonneville Bradford Island",2017,05/19/2017,2,0,,,,2,,,
"Bonneville Bradford Island",2017,05/20/2017,2,0,,,,2,,,
"Bonneville Bradford Island",2017,05/21/2017,1,0,,,,1,,,
"Bonneville Bradford Island",2017,05/22/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,05/23/2017,1,0,,,,1,,,
"Bonneville Bradford Island",2017,05/24/2017,3,1,,,,2,,,
"Bonneville Bradford Island",2017,05/25/2017,3,1,,,,2,,,
"Bonneville Bradford Island",2017,05/26/2017,3,2,,,,1,,,
"Bonneville Bradford Island",2017,05/27/2017,13,2,,,,11,,,
"Bonneville Bradford Island",2017,05/28/2017,48,13,,,,35,,,
"Bonneville Bradford Island",2017,05/29/2017,73,32,,,,41,,,
"Bonneville Bradford Island",2017,05/30/2017,129,80,,,,49,,,
"Bonneville Bradford Island",2017,05/31/2017,221,88,,,,133,,,
"Bonneville Bradford Island",2017,06/01/2017,529,217,,,,312,,,
"Bonneville Bradford Island",2017,06/02/2017,496,254,,,,242,,,
"Bonneville Bradford Island",2017,06/03/2017,459,367,,,,92,,,
"Bonneville Bradford Island",2017,06/04/2017,284,322,,,,-38,,,
"Bonneville Bradford Island",2017,06/05/2017,458,214,,,,244,,,
"Bonneville Bradford Island",2017,06/06/2017,358,156,,,,202,,,
"Bonneville Bradford Island",2017,06/07/2017,458,510,,,,-52,,,
"Bonneville Bradford Island",2017,06/08/2017,590,581,,,,9,,,
"Bonneville Bradford Island",2017,06/09/2017,733,553,,,,180,,,
"Bonneville Bradford Island",2017,06/10/2017,78,-55,,,,133,,,
"Bonneville Bradford Island",2017,06/11/2017,-80,296,,,,-376,,,
"Bonneville Bradford Island",2017,06/12/2017,365,151,,,,214,,,
"Bonneville Bradford Island",2017,06/13/2017,259,76,,,,183,,,
"Bonneville Bradford Island",2017,06/14/2017,1,113,,,,-112,,,
"Bonneville Bradford Island",2017,06/15/2017,77,23,,,,54,,,
"Bonneville Bradford Island",2017,06/16/2017,-15,126,,,,-141,,,
"Bonneville Bradford Island",2017,06/17/2017,-68,152,,,,-220,,,
"Bonneville Bradford Island",2017,06/18/2017,407,295,,,,112,,,
"Bonneville Bradford Island",2017,06/19/2017,-77,575,,,,-652,,,
"Bonneville Bradford Island",2017,06/20/2017,871,848,,,,23,,,
"Bonneville Bradford Island",2017,06/21/2017,1479,325,,,,1154,,,
"Bonneville Bradford Island",2017,06/22/2017,-94,372,,,,-466,,,
"Bonneville Bradford Island",2017,06/23/2017,1141,702,,,,439,,,
"Bonneville Bradford Island",2017,06/24/2017,1841,1091,,,,750,,,
"Bonneville Bradford Island",2017,06/25/2017,1561,1403,,,,158,,,
"Bonneville Bradford Island",2017,06/26/2017,4970,1985,,,,2985,,,
"Bonneville Bradford Island",2017,06/27/2017,1461,976,,,,485,,,
"Bonneville Bradford Island",2017,06/28/2017,1666,785,,,,881,,,
"Bonneville Bradford Island",2017,06/29/2017,1613,594,,,,1019,,,
"Bonneville Bradford Island",2017,06/30/2017,5020,1054,,,,3966,,,
"Bonneville Bradford Island",2017,07/01/2017,2755,1774,,,,981,,,
"Bonneville Bradford Island",2017,07/02/2017,2864,1340,,,,1524,,,
"Bonneville Bradford Island",2017,07/03/2017,2307,1400,,,,907,,,
"Bonneville Bradford Island",2017,07/04/2017,1967,1250,,,,717,,,
"Bonneville Bradford Island",2017,07/05/2017,2421,898,,,,1523,,,
"Bonneville Bradford Island",2017,07/06/2017,2409,1223,,,,1186,,,
"Bonneville Bradford Island",2017,07/07/2017,2106,1068,,,,1038,,,
"Bonneville Bradford Island",2017,07/08/2017,728,326,,,,402,,,
"Bonneville Bradford Island",2017,07/09/2017,1683,996,,,,687,,,
"Bonneville Bradford Island",2017,07/10/2017,1386,533,,,,853,,,
"Bonneville Bradford Island",2017,07/11/2017,956,658,,,,298,,,
"Bonneville Bradford Island",2017,07/12/2017,1406,612,,,,794,,,
"Bonneville Bradford Island",2017,07/13/2017,2227,1098,,,,1129,,,
"Bonneville Bradford Island",2017,07/14/2017,26,749,,,,-723,,,
"Bonneville Bradford Island",2017,07/15/2017,1407,769,,,,638,,,
"Bonneville Bradford Island",2017,07/16/2017,1338,685,,,,653,,,
"Bonneville Bradford Island",2017,07/17/2017,1356,616,,,,740,,,
"Bonneville Bradford Island",2017,07/18/2017,829,509,,,,320,,,
"Bonneville Bradford Island",2017,07/19/2017,614,490,,,,124,,,
"Bonneville Bradford Island",2017,07/20/2017,1363,228,,,,1135,,,
"Bonneville Bradford Island",2017,07/21/2017,1566,385,,,,1181,,,
"Bonneville Bradford Island",2017,07/22/2017,1100,469,,,,631,,,
"Bonneville Bradford Island",2017,07/23/2017,1095,582,,,,513,,,
"Bonneville Bradford Island",2017,07/24/2017,1159,541,,,,618,,,
"Bonneville Bradford Island",2017,07/25/2017,1506,530,,,,976,,,
"Bonneville Bradford Island",2017,07/26/2017,727,308,,,,419,,,
"Bonneville Bradford Island",2017,07/27/2017,1416,454,,,,962,,,
"Bonneville Bradford Island",2017,07/28/2017,2032,542,,,,1490,,,
"Bonneville Bradford Island",2017,07/29/2017,2037,462,,,,1575,,,
"Bonneville Bradford Island",2017,07/30/2017,1204,326,,,,878,,,
"Bonneville Bradford Island",2017,07/31/2017,1381,220,,,,1161,,,
"Bonneville Bradford Island",2017,08/01/2017,1078,256,,,,822,,,
"Bonneville Bradford Island",2017,08/02/2017,1179,402,,,,777,,,
"Bonneville Bradford Island",2017,08/03/2017,1268,289,,,,979,,,
"Bonneville Bradford Island",2017,08/04/2017,1033,187,,,,846,,,
"Bonneville Bradford Island",2017,08/05/2017,1119,192,,,,927,,,
"Bonneville Bradford Island",2017,08/06/2017,860,196,,,,664,,,
"Bonneville Bradford Island",2017,08/07/2017,355,28,,,,327,,,
"Bonneville Bradford Island",2017,08/08/2017,802,180,,,,622,,,
"Bonneville Bradford Island",2017,08/09/2017,569,70,,,,499,,,
"Bonneville Bradford Island",2017,08/10/2017,762,144,,,,618,,,
"Bonneville Bradford Island",2017,08/11/2017,170,104,,,,66,,,
"Bonneville Bradford Island",2017,08/12/2017,605,184,,,,421,,,
"Bonneville Bradford Island",2017,08/13/2017,825,184,,,,641,,,
"Bonneville Bradford Island",2017,08/14/2017,1105,185,,,,920,,,
"Bonneville Bradford Island",2017,08/15/2017,511,125,,,,386,,,
"Bonneville Bradford Island",2017,08/16/2017,198,158,,,,40,,,
"Bonneville Bradford Island",2017,08/17/2017,447,163,,,,284,,,
"Bonneville Bradford Island",2017,08/18/2017,331,149,,,,182,,,
"Bonneville Bradford Island",2017,08/19/2017,298,64,,,,234,,,
"Bonneville Bradford Island",2017,08/20/2017,441,112,,,,329,,,
"Bonneville Bradford Island",2017,08/21/2017,308,55,,,,253,,,
"Bonneville Bradford Island",2017,08/22/2017,406,168,,,,238,,,
"Bonneville Bradford Island",2017,08/23/2017,149,-4,,,,153,,,
"Bonneville Bradford Island",2017,08/24/2017,530,72,,,,458,,,
"Bonneville Bradford Island",2017,08/25/2017,8,8,,,,0,,,
"Bonneville Bradford Island",2017,08/26/2017,151,47,,,,104,,,
"Bonneville Bradford Island",2017,08/27/2017,8,22,,,,-14,,,
"Bonneville Bradford Island",2017,08/28/2017,-231,31,,,,-262,,,
"Bonneville Bradford Island",2017,08/29/2017,-96,25,,,,-121,,,
"Bonneville Bradford Island",2017,08/30/2017,-82,7,,,,-89,,,
"Bonneville Bradford Island",2017,08/31/2017,317,54,,,,263,,,
"Bonneville Bradford Island",2017,09/01/2017,357,44,,,,313,,,
"Bonneville Bradford Island",2017,09/02/2017,106,42,,,,64,,,
"Bonneville Bradford Island",2017,09/03/2017,86,-2,,,,88,,,
"Bonneville Bradford Island",2017,09/04/2017,221,20,,,,201,,,
"Bonneville Bradford Island",2017,09/05/2017,92,,,,,92,,,
"Bonneville Bradford Island",2017,09/06/2017,155,-2,,,,157,,,
"Bonneville Bradford Island",2017,09/07/2017,142,20,,,,122,,,
"Bonneville Bradford Island",2017,09/08/2017,145,18,,,,127,,,
"Bonneville Bradford Island",2017,09/09/2017,101,-1,,,,102,,,
"Bonneville Bradford Island",2017,09/10/2017,32,3,,,,29,,,
"Bonneville Bradford Island",2017,09/11/2017,47,19,,,,28,,,
"Bonneville Bradford Island",2017,09/12/2017,12,14,,,,-2,,,
"Bonneville Bradford Island",2017,09/13/2017,34,1,,,,33,,,
"Bonneville Bradford Island",2017,09/14/2017,32,10,,,,22,,,
"Bonneville Bradford Island",2017,09/15/2017,5,6,,,,-1,,,
"Bonneville Bradford Island",2017,09/16/2017,45,6,,,,39,,,
"Bonneville Bradford Island",2017,09/17/2017,58,5,,,,53,,,
"Bonneville Bradford Island",2017,09/18/2017,45,-4,,,,49,,,
"Bonneville Bradford Island",2017,09/19/2017,76,0,,,,76,,,
"Bonneville Bradford Island",2017,09/20/2017,38,8,,,,30,,,
"Bonneville Bradford Island",2017,09/21/2017,53,7,,,,46,,,
"Bonneville Bradford Island",2017,09/22/2017,5,0,,,,5,,,
"Bonneville Bradford Island",2017,09/23/2017,30,2,,,,28,,,
"Bonneville Bradford Island",2017,09/24/2017,5,1,,,,4,,,
"Bonneville Bradford Island",2017,09/25/2017,2,2,,,,0,,,
"Bonneville Bradford Island",2017,09/26/2017,6,-4,,,,10,,,
"Bonneville Bradford Island",2017,09/27/2017,3,5,,,,-2,,,
"Bonneville Bradford Island",2017,09/28/2017,49,2,,,,47,,,
"Bonneville Bradford Island",2017,09/29/2017,6,1,,,,5,,,
"Bonneville Bradford Island",2017,09/30/2017,29,-1,,,,30,,,
"Bonneville Bradford Island",2017,10/01/2017,1,1,,,,0,,,
"Bonneville Bradford Island",2017,10/02/2017,1,1,,,,0,,,
"Bonneville Bradford Island",2017,10/03/2017,1,1,,,,0,,,
"Bonneville Bradford Island",2017,10/04/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/05/2017,4,4,,,,0,,,
"Bonneville Bradford Island",2017,10/06/2017,1,1,,,,0,,,
"Bonneville Bradford Island",2017,10/07/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/08/2017,1,1,,,,0,,,
"Bonneville Bradford Island",2017,10/09/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/10/2017,2,2,,,,0,,,
"Bonneville Bradford Island",2017,10/11/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/12/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/13/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/14/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/15/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/16/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/17/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/18/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/19/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/20/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/21/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/22/2017,-2,-2,,,,0,,,
"Bonneville Bradford Island",2017,10/23/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/24/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/25/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/26/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/27/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/28/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/29/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/30/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,10/31/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/01/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/02/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/03/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/04/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/05/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/06/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/07/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/08/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/09/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/10/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/11/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/12/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/13/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/14/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/15/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/16/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/17/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/18/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/19/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/20/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/21/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/22/2017,0,0,,,,0,,,
"Bonneville Bradford Island",2017,11/23/2017,0,0,,,,0,,,
