Location,year,CountDate,LPSLamprey,dayCount,dayCorrectionFactor,dayCountCorrected,dayComments,nightCount,nightCorrectionFactor,nightCountCorrected,nightComments
"BI AWS LPS Mech",2019,05/26/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,05/27/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,05/28/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,05/29/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,05/30/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,05/31/2019,5,5,1.0,5,,,,,
"BI AWS LPS Mech",2019,06/01/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,06/02/2019,22,22,1.0,22,,,,,
"BI AWS LPS Mech",2019,06/03/2019,37,37,1.0,37,,,,,
"BI AWS LPS Mech",2019,06/04/2019,51,51,1.0,51,,,,,
"BI AWS LPS Mech",2019,06/05/2019,59,59,1.0,59,,,,,
"BI AWS LPS Mech",2019,06/06/2019,63,63,1.0,63,,,,,
"BI AWS LPS Mech",2019,06/07/2019,72,72,1.0,72,,,,,
"BI AWS LPS Mech",2019,06/08/2019,42,42,1.0,42,,,,,
"BI AWS LPS Mech",2019,06/09/2019,94,94,1.0,94,,,,,
"BI AWS LPS Mech",2019,06/10/2019,133,133,1.0,133,,,,,
"BI AWS LPS Mech",2019,06/11/2019,240,240,1.0,240,,,,,
"BI AWS LPS Mech",2019,06/12/2019,309,309,1.0,309,,,,,
"BI AWS LPS Mech",2019,06/13/2019,301,301,1.0,301,,,,,
"BI AWS LPS Mech",2019,06/14/2019,250,250,1.0,250,,,,,
"BI AWS LPS Mech",2019,06/15/2019,365,365,1.0,365,,,,,
"BI AWS LPS Mech",2019,06/16/2019,314,314,1.0,314,,,,,
"BI AWS LPS Mech",2019,06/17/2019,266,266,1.0,266,,,,,
"BI AWS LPS Mech",2019,06/18/2019,385,385,1.0,385,,,,,
"BI AWS LPS Mech",2019,06/19/2019,216,216,1.0,216,,,,,
"BI AWS LPS Mech",2019,06/20/2019,125,125,1.0,125,,,,,
"BI AWS LPS Mech",2019,06/21/2019,131,131,1.0,131,,,,,
"BI AWS LPS Mech",2019,06/22/2019,114,114,1.0,114,,,,,
"BI AWS LPS Mech",2019,06/23/2019,166,166,1.0,166,,,,,
"BI AWS LPS Mech",2019,06/24/2019,127,127,1.0,127,,,,,
"BI AWS LPS Mech",2019,06/25/2019,92,92,1.0,92,,,,,
"BI AWS LPS Mech",2019,06/26/2019,2,2,1.0,2,,,,,
"BI AWS LPS Mech",2019,06/27/2019,11,11,1.0,11,,,,,
"BI AWS LPS Mech",2019,06/28/2019,6,6,1.0,6,,,,,
"BI AWS LPS Mech",2019,06/29/2019,49,49,1.0,49,,,,,
"BI AWS LPS Mech",2019,06/30/2019,50,50,1.0,50,,,,,
"BI AWS LPS Mech",2019,07/01/2019,37,37,1.0,37,,,,,
"BI AWS LPS Mech",2019,07/02/2019,36,36,1.0,36,,,,,
"BI AWS LPS Mech",2019,07/03/2019,26,26,1.0,26,,,,,
"BI AWS LPS Mech",2019,07/04/2019,29,29,1.0,29,,,,,
"BI AWS LPS Mech",2019,07/05/2019,19,19,1.0,19,,,,,
"BI AWS LPS Mech",2019,07/06/2019,17,17,1.0,17,,,,,
"BI AWS LPS Mech",2019,07/07/2019,7,7,1.0,7,,,,,
"BI AWS LPS Mech",2019,07/08/2019,12,12,1.0,12,,,,,
"BI AWS LPS Mech",2019,07/09/2019,22,22,1.0,22,,,,,
"BI AWS LPS Mech",2019,07/10/2019,40,40,1.0,40,,,,,
"BI AWS LPS Mech",2019,07/11/2019,62,62,1.0,62,,,,,
"BI AWS LPS Mech",2019,07/12/2019,61,60,1.01,61,,,,,
"BI AWS LPS Mech",2019,07/13/2019,81,80,1.01,81,,,,,
"BI AWS LPS Mech",2019,07/14/2019,104,102,1.01,104,,,,,
"BI AWS LPS Mech",2019,07/15/2019,79,78,1.01,79,,,,,
"BI AWS LPS Mech",2019,07/16/2019,111,109,1.01,111,,,,,
"BI AWS LPS Mech",2019,07/17/2019,74,73,1.01,74,,,,,
"BI AWS LPS Mech",2019,07/18/2019,59,58,1.01,59,,,,,
"BI AWS LPS Mech",2019,07/19/2019,32,32,1.0,32,,,,,
"BI AWS LPS Mech",2019,07/20/2019,23,23,1.0,23,,,,,
"BI AWS LPS Mech",2019,07/21/2019,31,31,1.0,31,,,,,
"BI AWS LPS Mech",2019,07/22/2019,28,28,1.0,28,,,,,
"BI AWS LPS Mech",2019,07/23/2019,28,28,1.0,28,,,,,
"BI AWS LPS Mech",2019,07/24/2019,25,25,1.0,25,,,,,
"BI AWS LPS Mech",2019,07/25/2019,34,34,1.0,34,,,,,
"BI AWS LPS Mech",2019,07/26/2019,42,42,1.0,42,,,,,
"BI AWS LPS Mech",2019,07/27/2019,62,62,1.0,62,,,,,
"BI AWS LPS Mech",2019,07/28/2019,102,102,1.0,102,,,,,
"BI AWS LPS Mech",2019,07/29/2019,53,53,1.0,53,,,,,
"BI AWS LPS Mech",2019,07/30/2019,31,31,1.0,31,,,,,
"BI AWS LPS Mech",2019,07/31/2019,39,39,1.0,39,,,,,
"BI AWS LPS Mech",2019,08/01/2019,23,23,1.0,23,,,,,
"BI AWS LPS Mech",2019,08/02/2019,17,17,1.0,17,,,,,
"BI AWS LPS Mech",2019,08/03/2019,19,19,1.0,19,,,,,
"BI AWS LPS Mech",2019,08/04/2019,36,36,1.0,36,,,,,
"BI AWS LPS Mech",2019,08/05/2019,42,42,1.0,42,,,,,
"BI AWS LPS Mech",2019,08/06/2019,31,31,1.0,31,,,,,
"BI AWS LPS Mech",2019,08/07/2019,38,39,0.94999999999999996,38,,,,,
"BI AWS LPS Mech",2019,08/08/2019,26,27,0.94999999999999996,26,,,,,
"BI AWS LPS Mech",2019,08/09/2019,24,25,0.94999999999999996,24,,,,,
"BI AWS LPS Mech",2019,08/10/2019,30,31,0.94999999999999996,30,,,,,
"BI AWS LPS Mech",2019,08/11/2019,24,25,0.94999999999999996,24,,,,,
"BI AWS LPS Mech",2019,08/12/2019,22,23,0.94999999999999996,22,,,,,
"BI AWS LPS Mech",2019,08/13/2019,48,50,0.94999999999999996,48,,,,,
"BI AWS LPS Mech",2019,08/14/2019,68,71,0.94999999999999996,68,,,,,
"BI AWS LPS Mech",2019,08/15/2019,64,67,0.94999999999999996,64,,,,,
"BI AWS LPS Mech",2019,08/16/2019,59,62,0.94999999999999996,59,,,,,
"BI AWS LPS Mech",2019,08/17/2019,34,35,0.94999999999999996,34,,,,,
"BI AWS LPS Mech",2019,08/18/2019,43,45,0.94999999999999996,43,,,,,
"BI AWS LPS Mech",2019,08/19/2019,26,27,0.94999999999999996,26,,,,,
"BI AWS LPS Mech",2019,08/20/2019,37,38,0.94999999999999996,37,,,,,
"BI AWS LPS Mech",2019,08/21/2019,12,12,1.0,12,,,,,
"BI AWS LPS Mech",2019,08/22/2019,20,20,1.0,20,,,,,
"BI AWS LPS Mech",2019,08/23/2019,43,43,1.0,43,,,,,
"BI AWS LPS Mech",2019,08/24/2019,36,36,1.0,36,,,,,
"BI AWS LPS Mech",2019,08/25/2019,11,11,1.0,11,,,,,
"BI AWS LPS Mech",2019,08/26/2019,12,12,1.0,12,,,,,
"BI AWS LPS Mech",2019,08/27/2019,13,13,1.0,13,,,,,
"BI AWS LPS Mech",2019,08/28/2019,11,11,1.0,11,,,,,
"BI AWS LPS Mech",2019,08/29/2019,6,6,1.0,6,,,,,
"BI AWS LPS Mech",2019,08/30/2019,11,11,1.0,11,,,,,
"BI AWS LPS Mech",2019,08/31/2019,7,7,1.0,7,,,,,
"BI AWS LPS Mech",2019,09/01/2019,20,20,1.0,20,,,,,
"BI AWS LPS Mech",2019,09/02/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,09/03/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,09/04/2019,11,11,1.0,11,,,,,
"BI AWS LPS Mech",2019,09/05/2019,5,5,1.0,5,,,,,
"BI AWS LPS Mech",2019,09/06/2019,10,10,1.0,10,,,,,
"BI AWS LPS Mech",2019,09/07/2019,4,4,1.0,4,,,,,
"BI AWS LPS Mech",2019,09/08/2019,6,6,1.0,6,,,,,
"BI AWS LPS Mech",2019,09/09/2019,3,3,1.0,3,,,,,
"BI AWS LPS Mech",2019,09/10/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/11/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,09/12/2019,4,4,1.0,4,,,,,
"BI AWS LPS Mech",2019,09/13/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,09/14/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/15/2019,6,6,1.0,6,,,,,
"BI AWS LPS Mech",2019,09/16/2019,4,4,1.0,4,,,,,
"BI AWS LPS Mech",2019,09/17/2019,6,6,1.0,6,,,,,
"BI AWS LPS Mech",2019,09/18/2019,8,8,1.0,8,,,,,
"BI AWS LPS Mech",2019,09/19/2019,2,2,1.0,2,,,,,
"BI AWS LPS Mech",2019,09/20/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/21/2019,2,2,1.0,2,,,,,
"BI AWS LPS Mech",2019,09/22/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/23/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/24/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,09/25/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/26/2019,3,3,1.0,3,,,,,
"BI AWS LPS Mech",2019,09/27/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,09/28/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,09/29/2019,4,4,1.0,4,,,,,
"BI AWS LPS Mech",2019,09/30/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/01/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,10/02/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,10/03/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/04/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/05/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/06/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/07/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/08/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/09/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/10/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/11/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/12/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/13/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/14/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,10/15/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/16/2019,1,1,1.0,1,,,,,
"BI AWS LPS Mech",2019,10/17/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/18/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/19/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/20/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/21/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/22/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/23/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/24/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/25/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/26/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/27/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/28/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/29/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/30/2019,0,0,1.0,0,,,,,
"BI AWS LPS Mech",2019,10/31/2019,0,0,1.0,0,,,,,
