Location,year,CountDate,LPSLamprey,dayCount,dayCorrectionFactor,dayCountCorrected,dayComments,nightCount,nightCorrectionFactor,nightCountCorrected,nightComments
"Cascades Island AWS Traps",2019,06/25/2019,5,12,0.34999999999999998,5,,,,,
"Cascades Island AWS Traps",2019,06/26/2019,2,5,0.34999999999999998,2,,,,,
"Cascades Island AWS Traps",2019,06/27/2019,3,6,0.34999999999999998,3,,,,,
"Cascades Island AWS Traps",2019,06/28/2019,5,14,0.34999999999999998,5,,,,,
"Cascades Island AWS Traps",2019,06/29/2019,2,5,0.34999999999999998,2,,,,,
"Cascades Island AWS Traps",2019,06/30/2019,2,5,0.34999999999999998,2,,,,,
"Cascades Island AWS Traps",2019,07/01/2019,2,4,0.34999999999999998,2,,,,,
"Cascades Island AWS Traps",2019,07/02/2019,7,19,0.34999999999999998,7,,,,,
"Cascades Island AWS Traps",2019,07/03/2019,2,4,0.34999999999999998,2,,,,,
"Cascades Island AWS Traps",2019,07/04/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/05/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/06/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/07/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/08/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/09/2019,6,6,1.0,6,,,,,
"Cascades Island AWS Traps",2019,07/10/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/11/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/12/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/13/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/14/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/15/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/16/2019,3,3,1.0,3,,,,,
"Cascades Island AWS Traps",2019,07/17/2019,2,2,1.0,2,,,,,
"Cascades Island AWS Traps",2019,07/18/2019,2,2,1.0,2,,,,,
"Cascades Island AWS Traps",2019,07/19/2019,4,4,1.0,4,,,,,
"Cascades Island AWS Traps",2019,07/20/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/21/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/22/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/23/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/24/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/25/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/26/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/27/2019,2,2,1.0,2,,,,,
"Cascades Island AWS Traps",2019,07/28/2019,2,2,1.0,2,,,,,
"Cascades Island AWS Traps",2019,07/29/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,07/30/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,07/31/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/01/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/02/2019,3,3,1.0,3,,,,,
"Cascades Island AWS Traps",2019,08/03/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/04/2019,17,17,1.0,17,,,,,
"Cascades Island AWS Traps",2019,08/05/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/06/2019,4,4,1.0,4,,,,,
"Cascades Island AWS Traps",2019,08/07/2019,13,13,1.0,13,,,,,
"Cascades Island AWS Traps",2019,08/08/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/09/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/10/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/11/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/12/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/13/2019,5,5,1.0,5,,,,,
"Cascades Island AWS Traps",2019,08/14/2019,10,10,1.0,10,,,,,
"Cascades Island AWS Traps",2019,08/15/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/16/2019,2,2,1.0,2,,,,,
"Cascades Island AWS Traps",2019,08/17/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/18/2019,3,3,1.0,3,,,,,
"Cascades Island AWS Traps",2019,08/19/2019,5,5,1.0,5,,,,,
"Cascades Island AWS Traps",2019,08/20/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/21/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/22/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/23/2019,5,5,1.0,5,,,,,
"Cascades Island AWS Traps",2019,08/24/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/25/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,08/26/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/27/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/28/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/29/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/30/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,08/31/2019,1,1,1.0,1,,,,,
"Cascades Island AWS Traps",2019,09/01/2019,5,5,1.0,5,,,,,
"Cascades Island AWS Traps",2019,09/02/2019,3,3,1.0,3,,,,,
"Cascades Island AWS Traps",2019,09/03/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/04/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/05/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/06/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/07/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/08/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/09/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/10/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/11/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/12/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/13/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/14/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/15/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/16/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/17/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/18/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/19/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/20/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/21/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/22/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/23/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/24/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/25/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/26/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/27/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/28/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/29/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,09/30/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/01/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/02/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/03/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/04/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/05/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/06/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/07/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/08/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/09/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/10/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/11/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/12/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/13/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/14/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/15/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/16/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/17/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/18/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/19/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/20/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/21/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/22/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/23/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/24/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/25/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/26/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/27/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/28/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/29/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/30/2019,0,0,1.0,0,,,,,
"Cascades Island AWS Traps",2019,10/31/2019,0,0,1.0,0,,,,,
